iata,icao,type,name,city,iso_region,region_name,iso_country,country,lat,lon,importance
YYW,CYYW,medium_airport,Armstrong Airport,Armstrong,CA-ON,Ontario,CA,Canada,50.29029846191406,-88.90969848632812,20
YYY,CYYY,medium_airport,Mont Joli Airport,Mont-Joli,CA-QC,Quebec,CA,Canada,48.60860061645508,-68.20809936523438,25
YYZ,CYYZ,large_airport,Toronto Pearson International Airport,Toronto,CA-ON,Ontario,CA,Canada,43.675935,-79.629421,35
YZE,CYZE,medium_airport,Gore Bay Manitoulin Airport,Gore Bay,CA-ON,Ontario,CA,Canada,45.8853,-82.567802,20
YZF,CYZF,medium_airport,Yellowknife International Airport,Yellowknife,CA-NT,Northwest Territories,CA,Canada,62.462799,-114.440002,25
YZG,CYZG,small_airport,Salluit Airport,Salluit,CA-QC,Quebec,CA,Canada,62.179401,-75.667198,15
YZH,CYZH,medium_airport,Slave Lake Airport,Slave Lake,CA-AB,Alberta,CA,Canada,55.292945,-114.777276,20
YZP,CYZP,medium_airport,Sandspit Airport,Sandspit,CA-BC,British Columbia,CA,Canada,53.25429916379999,-131.813995361,25
YZR,CYZR,medium_airport,Chris Hadfield Airport,Sarnia,CA-ON,Ontario,CA,Canada,42.999401,-82.308899,20
YZS,CYZS,medium_airport,Coral Harbour Airport,Coral Harbour,CA-NU,Nunavut,CA,Canada,64.1932983398,-83.3593978882,25
YZT,CYZT,medium_airport,Port Hardy Airport,Port Hardy,CA-BC,British Columbia,CA,Canada,50.680599212646484,-127.36699676513672,25
YZU,CYZU,medium_airport,Whitecourt Airport,Whitecourt,CA-AB,Alberta,CA,Canada,54.143902,-115.787003,25
YZV,CYZV,medium_airport,Sept-Îles Airport,Sept-Îles,CA-QC,Quebec,CA,Canada,50.22330093383789,-66.2656021118164,25
YZW,CYZW,medium_airport,Teslin Airport,Teslin,CA-YT,Yukon,CA,Canada,60.17279815673828,-132.7429962158203,20
YZX,CYZX,medium_airport,CFB Greenwood,Greenwood,CA-NS,Nova Scotia,CA,Canada,44.98440170288086,-64.91690063476562,20
YSN,CZAM,medium_airport,Shuswap Regional Airport,Salmon Arm,CA-BC,British Columbia,CA,Canada,50.682802,-119.228996,20
YDT,CZBB,medium_airport,Boundary Bay Airport,Delta,CA-BC,British Columbia,CA,Canada,49.074338,-123.006877,20
ILF,CZBD,small_airport,Ilford Airport,Ilford,CA-MB,Manitoba,CA,Canada,56.051622,-95.61882,15
ZBF,CZBF,medium_airport,Bathurst Airport,South Tetagouche,CA-NB,New Brunswick,CA,Canada,47.6297,-65.738899,25
ZBM,CZBM,medium_airport,Bromont (Roland Désourdy) Airport,Bromont,CA-QC,Quebec,CA,Canada,45.290798,-72.741402,20
KES,CZEE,medium_airport,Kelsey Airport,Kelsey,CA-MB,Manitoba,CA,Canada,56.0374984741,-96.50969696039999,20
ZEM,CZEM,small_airport,Eastmain River Airport,Eastmain River,CA-QC,Quebec,CA,Canada,52.226398,-78.522499,15
ZFA,CZFA,medium_airport,Faro Airport,Faro,CA-YT,Yukon,CA,Canada,62.20750045776367,-133.37600708007812,20
ZFD,CZFD,small_airport,Fond-du-Lac Airport,Fond-du-Lac,CA-SK,Saskatchewan,CA,Canada,59.3344,-107.181999,15
XPK,CZFG,small_airport,Pukatawagan Airport,Pukatawagan,CA-MB,Manitoba,CA,Canada,55.749199,-101.265999,15
ZFM,CZFM,small_airport,Fort Mcpherson Airport,Fort Mcpherson,CA-NT,Northwest Territories,CA,Canada,67.406993,-134.860182,15
ZFN,CZFN,small_airport,Tulita Airport,Tulita,CA-NT,Northwest Territories,CA,Canada,64.909496,-125.570297,15
ZGF,CZGF,medium_airport,Grand Forks Airport,Grand Forks,CA-BC,British Columbia,CA,Canada,49.015598,-118.431,20
ZGI,CZGI,small_airport,Gods River Airport,Gods River,CA-MB,Manitoba,CA,Canada,54.839699,-94.078598,15
ZJG,CZJG,medium_airport,Jenpeg Airport,Jenpeg,CA-MB,Manitoba,CA,Canada,54.51890182495117,-98.04609680175781,20
ZJN,CZJN,medium_airport,Swan River Airport,Swan River,CA-MB,Manitoba,CA,Canada,52.120602,-101.236,20
ZKE,CZKE,small_airport,Kashechewan Airport,Kashechewan,CA-ON,Ontario,CA,Canada,52.282501,-81.677803,15
YTD,CZLQ,medium_airport,Thicket Portage Airport,Thicket Portage,CA-MB,Manitoba,CA,Canada,55.31890106201172,-97.70780181884766,20
MSA,CZMD,small_airport,Muskrat Dam Airport,Muskrat Dam,CA-ON,Ontario,CA,Canada,53.441399,-91.762802,15
PIW,CZMN,medium_airport,Pikwitonei Airport,Pikwitonei,CA-MB,Manitoba,CA,Canada,55.58890151977539,-97.16419982910156,20
ZMT,CZMT,medium_airport,Masset Airport,Masset,CA-BC,British Columbia,CA,Canada,54.0275,-132.125,25
ZPB,CZPB,small_airport,Sachigo Lake Airport,Sachigo Lake,CA-ON,Ontario,CA,Canada,53.890885,-92.195935,15
WPC,CZPC,medium_airport,Pincher Creek Airport,Pincher Creek,CA-AB,Alberta,CA,Canada,49.520429,-113.997002,20
ZRJ,CZRJ,small_airport,Round Lake (Weagamow Lake) Airport,Round Lake,CA-ON,Ontario,CA,Canada,52.9436,-91.312798,15
ZSJ,CZSJ,medium_airport,Sandy Lake Airport,Sandy Lake,CA-ON,Ontario,CA,Canada,53.06420135498047,-93.34439849853516,25
XSI,CZSN,small_airport,South Indian Lake Airport,South Indian Lake,CA-MB,Manitoba,CA,Canada,56.792801,-98.907204,15
ZST,CZST,medium_airport,Stewart Airport,Stewart,CA-BC,British Columbia,CA,Canada,55.935410448,-129.982434511,20
YDV,CZTA,small_airport,Bloodvein River Airport,Bloodvein River,CA-MB,Manitoba,CA,Canada,51.784568,-96.692305,15
ZTM,CZTM,small_airport,Shamattawa Airport,Shamattawa,CA-MB,Manitoba,CA,Canada,55.86356,-92.081137,15
ZUC,CZUC,medium_airport,Ignace Municipal Airport,Ignace,CA-ON,Ontario,CA,Canada,49.428204,-91.720418,20
ZUM,CZUM,small_airport,Churchill Falls Airport,Churchill Falls,CA-NL,Newfoundland and Labrador,CA,Canada,53.5619010925293,-64.10639953613281,15
XLB,CZWH,small_airport,Lac Brochet Airport,Lac Brochet,CA-MB,Manitoba,CA,Canada,58.614279,-101.468954,15
ZWL,CZWL,small_airport,Wollaston Lake Airport,Wollaston Lake,CA-SK,Saskatchewan,CA,Canada,58.106899,-103.171997,15
BUJ,DAAD,medium_airport,Bou Saada Airport,Ouled Sidi Brahim,DZ-28,M'Sila Province,DZ,Algeria,35.3325,4.20639,20
BJA,DAAE,large_airport,Soummam–Abane Ramdane Airport,Béjaïa,DZ-06,Béjaïa Province,DZ,Algeria,36.712547,5.069909,35
ALG,DAAG,large_airport,Houari Boumediene Airport,Algiers,DZ-16,Algiers Province,DZ,Algeria,36.693886,3.214531,35
DJG,DAAJ,large_airport,Tiska Djanet Airport,Djanet,DZ-56,Djanet Province,DZ,Algeria,24.285448,9.463652,35
VVZ,DAAP,medium_airport,Illizi Takhamalt Airport,Illizi,DZ-33,Illizi Province,DZ,Algeria,26.723499,8.62265,25
QSF,DAAS,medium_airport,Ain Arnat Airport,Sétif,DZ-19,Sétif Province,DZ,Algeria,36.178488,5.329909,25
TMR,DAAT,large_airport,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ-11,Tamanrasset Province,DZ,Algeria,22.810992,5.450832,35
GJL,DAAV,large_airport,Jijel Ferhat Abbas Airport,Tahir,DZ-18,Jijel Province,DZ,Algeria,36.794125,5.873652,35
MZW,DAAY,medium_airport,Mecheria Airport,Mecheria,DZ-45,Naama Province,DZ,Algeria,33.535900116,-0.242353007197,20
AAE,DABB,large_airport,Annaba Rabah Bitat Airport,Annaba,DZ-23,Annaba Province,DZ,Algeria,36.826781,7.81334,35
CZL,DABC,large_airport,Mohamed Boudiaf International Airport,Constantine,DZ-25,Constantine Province,DZ,Algeria,36.276001,6.62039,35
TEE,DABS,medium_airport,Cheikh Larbi Tébessi Airport,Tébessi,DZ-12,Tébessa Province,DZ,Algeria,35.4315986633,8.12071990967,25
BLJ,DABT,large_airport,Batna Mostefa Ben Boulaid Airport,Batna,DZ-05,Batna Province,DZ,Algeria,35.752102,6.30859,35
HRM,DAFH,medium_airport,Hassi R'Mel Airport,Hassi R'Mel,DZ-03,Laghouat Province,DZ,Algeria,32.930401,3.31154,20
TID,DAOB,medium_airport,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ-14,Tiaret Province,DZ,Algeria,35.341099,1.46315,20
TIN,DAOF,medium_airport,Tindouf Airport,Tindouf,DZ-37,Tindouf Province,DZ,Algeria,27.7003993988,-8.167099952700001,25
CFK,DAOI,large_airport,Chlef Aboubakr Belkaid International Airport,Chlef,DZ-02,Chlef Province,DZ,Algeria,36.216614,1.341114,35
TAF,DAOL,medium_airport,Oran Tafraoui Airport,Tafraoui,DZ-31,Oran Province,DZ,Algeria,35.5424,-0.532278,20
TLM,DAON,large_airport,Zenata – Messali El Hadj Airport,Zenata,DZ-13,Tlemcen Province,DZ,Algeria,35.012732,-1.457117,35
ORN,DAOO,large_airport,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ-31,Oran Province,DZ,Algeria,35.620648,-0.622486,35
CBH,DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ-08,Béchar Province,DZ,Algeria,31.645700454711914,-2.269860029220581,25
MUW,DAOV,medium_airport,Ghriss Airport,Ghriss,DZ-29,Mascara Province,DZ,Algeria,35.207699,0.147142,20
BMW,DATM,medium_airport,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ-52,Bordj Baji Mokhtar Province,DZ,Algeria,21.3778,0.92698,25
AZR,DAUA,medium_airport,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ-01,Adrar Province,DZ,Algeria,27.837601,-0.186414,25
BSK,DAUB,large_airport,Biskra - Mohamed Khider Airport,Biskra,DZ-07,Biskra Province,DZ,Algeria,34.79318,5.738899,35
ELG,DAUE,medium_airport,El Golea Airport,El Menia,DZ-50,El Menia Province,DZ,Algeria,30.580732,2.861595,25
GHA,DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ-47,Ghardaïa Province,DZ,Algeria,32.384102,3.79411,25
HME,DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ-30,Ouargla Province,DZ,Algeria,31.673,6.14044,25
INZ,DAUI,medium_airport,In Salah Airport,In Salah,DZ-57,In Salah Province,DZ,Algeria,27.250999,2.51202,25
TGR,DAUK,medium_airport,Touggourt Sidi Madhi Airport,Touggourt,DZ-55,Touggourt Province,DZ,Algeria,33.067799,6.08867,25
LOO,DAUL,medium_airport,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ-03,Laghouat Province,DZ,Algeria,33.7644,2.92834,20
ELU,DAUO,medium_airport,Guemar Airport - مطار قمار بالوادي,Guemar,DZ-39,El Oued Province,DZ,Algeria,33.511398,6.77679,25
TMX,DAUT,medium_airport,Timimoun Airport,Timimoun,DZ-54,Timimoun Province,DZ,Algeria,29.237101,0.276033,25
OGX,DAUU,medium_airport,Ain Beida Airport,Ouargla,DZ-30,Ouargla Province,DZ,Algeria,31.9172,5.41278,25
IAM,DAUZ,medium_airport,Zarzaitine - In Aménas Airport,In Aménas,DZ-33,Illizi Province,DZ,Algeria,28.0515,9.64291,25
COO,DBBB,large_airport,Cotonou Cadjehoun International Airport,Cotonou,BJ-AQ,Atlantique Department,BJ,Benin,6.35723,2.38435,35
DEX,DEX,small_airport,Nop Goliat Dekai Airport,Dekai,ID-PP,Papua Pegunungan (Highland Papua),ID,Indonesia,-4.8557,139.482006,15
OUA,DFFD,large_airport,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF-KAD,Kadiogo Province,BF,Burkina Faso,12.3532,-1.51242,35
BOY,DFOO,large_airport,Bobo Dioulasso Airport,Bobo Dioulasso,BF-HOU,Houet Province,BF,Burkina Faso,11.1601,-4.33097,35
ACC,DGAA,large_airport,Kotoka International Airport,Accra,GH-AA,Greater Accra Region,GH,Ghana,5.605189800262451,-0.16678600013256073,35
TML,DGLE,large_airport,Yakubu Tali International Airport,Tamale,GH-NP,Northern Region,GH,Ghana,9.553909,-0.86606,35
KMS,DGSI,large_airport,Prempeh I International Airport,Kumasi,GH-AH,Ashanti Region,GH,Ghana,6.71456,-1.59082,35
NYI,DGSN,medium_airport,Sunyani Airport,Sunyani,GH-BO,Bono Region,GH,Ghana,7.36183,-2.32876,25
TKD,DGTK,medium_airport,Takoradi Airport,Sekondi-Takoradi,GH-WP,Western Region,GH,Ghana,4.896059989929199,-1.7747600078582764,25
ABJ,DIAP,large_airport,Félix-Houphouët-Boigny International Airport,Abidjan,CI-AB,Abidjan (autonomous district),CI,Côte d'Ivoire,5.26139,-3.92629,35
BYK,DIBK,medium_airport,Bouaké Airport,Bouaké,CI-VB,Vallée du Bandama District,CI,Côte d'Ivoire,7.7388,-5.07367,25
DJO,DIDL,medium_airport,Daloa Airport,,CI-SM,Sassandra-Marahoué District,CI,Côte d'Ivoire,6.79281,-6.47319,20
HGO,DIKO,medium_airport,Korhogo Airport,Korhogo,CI-SV,Savanes District,CI,Côte d'Ivoire,9.38718,-5.55666,25
MJC,DIMN,medium_airport,Man Airport,,CI-MG,Montagnes District,CI,Côte d'Ivoire,7.27207,-7.58736,20
SPY,DISP,medium_airport,San Pedro Airport,,CI-BS,Bas-Sassandra District,CI,Côte d'Ivoire,4.74672,-6.66082,25
ASK,DIYO,large_airport,Yamoussoukro International Airport,Yamoussoukro,CI-YM,Yamoussoukro (autonomous district),CI,Côte d'Ivoire,6.90317,-5.36558,30
DLR,DLR,small_airport,Dalnerechensk Airport,Dalnerechensk,RU-PRI,Primorsky Krai,RU,Russia,45.877949,133.735822,15
DKA,DN57,medium_airport,Umaru Musa Yar'adua Airport,Katsina,NG-KT,Katsina State,NG,Nigeria,13.0078,7.66045,25
ABV,DNAA,large_airport,Nnamdi Azikiwe International Airport,Abuja,NG-FC,Abuja Capital Territory,NG,Nigeria,9.00679,7.26317,35
QUO,DNAI,medium_airport,Akwa Ibom International Airport,Uyo,NG-AK,Akwa Ibom State,NG,Nigeria,4.8725,8.093,25
AKR,DNAK,medium_airport,Akure Airport,Akure,NG-ON,Ondo State,NG,Nigeria,7.246739864349365,5.3010101318359375,25
ABB,DNAS,large_airport,Asaba International Airport,Asaba,NG-DE,Delta State,NG,Nigeria,6.204167,6.665278,35
BCU,DNBC,large_airport,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG-BA,Bauchi State,NG,Nigeria,10.482833,9.744,35
BNI,DNBE,medium_airport,Benin Airport,Benin,NG-ED,Edo State,NG,Nigeria,6.316979885101318,5.5995001792907715,25
CBQ,DNCA,medium_airport,Margaret Ekpo International Airport,Calabar,NG-CR,Cross River State,NG,Nigeria,4.976019859313965,8.347200393676758,25
ENU,DNEN,large_airport,Akanu Ibiam International Airport,Enegu,NG-EN,Enugu State,NG,Nigeria,6.473718,7.560463,35
GMO,DNGO,medium_airport,Gombe Lawanti International Airport,Gombe,NG-GO,Gombe State,NG,Nigeria,10.298889,10.9,25
IBA,DNIB,medium_airport,Ibadan Airport,Ibadan,NG-OY,Oyo State,NG,Nigeria,7.362460136413574,3.97832989692688,25
ILR,DNIL,large_airport,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG-KW,Kwara State,NG,Nigeria,8.44021,4.49392,35
QOW,DNIM,medium_airport,Sam Mbakwe International Cargo Airport,Owerri,NG-IM,Imo State,NG,Nigeria,5.42706,7.20603,25
JOS,DNJO,medium_airport,Yakubu Gowon Airport,Jos,NG-PL,Plateau State,NG,Nigeria,9.639829635620117,8.869050025939941,25
KAD,DNKA,large_airport,Kaduna International Airport,Kaduna,NG-KD,Kaduna State,NG,Nigeria,10.696,7.32011,35
KAN,DNKN,large_airport,Mallam Aminu Kano International Airport,Kano,NG-KN,Kano State,NG,Nigeria,12.045613,8.523566,35
MIU,DNMA,large_airport,Maiduguri International Airport,Maiduguri,NG-BO,Borno State,NG,Nigeria,11.854163,13.080702,35
MDI,DNMK,medium_airport,Makurdi Airport,Makurdi,NG-BE,Benue State,NG,Nigeria,7.70388,8.61394,25
LOS,DNMM,large_airport,Murtala Muhammed International Airport,Lagos,NG-LA,Lagos State,NG,Nigeria,6.57737,3.32116,35
MXJ,DNMN,medium_airport,Minna Airport,Minna,NG-NI,Niger State,NG,Nigeria,9.652170181274414,6.462259769439697,20
PHC,DNPO,large_airport,Port Harcourt International Airport,Port Harcourt,NG-RI,Rivers State,NG,Nigeria,5.01549,6.94959,35
SKO,DNSO,large_airport,Sadiq Abubakar III International Airport,Sokoto,NG-SO,Sokoto State,NG,Nigeria,12.915729,5.207547,35
QRW,DNSU,medium_airport,Warri Airport,Okpe,NG-DE,Delta State,NG,Nigeria,5.59821,5.8187,25
YOL,DNYO,medium_airport,Yola Airport,Yola,NG-AD,Adamawa State,NG,Nigeria,9.257550239562988,12.430399894714355,25
ZAR,DNZA,medium_airport,Zaria Airport,Zaria,NG-KD,Kaduna State,NG,Nigeria,11.1302,7.68581,20
DPT,DPT,small_airport,Deputatskiy Airport,Deputatskiy,RU-SA,Sakha (Yakutia) Republic,RU,Russia,69.392503,139.890012,15
MFQ,DRRM,medium_airport,Maradi Airport,Maradi,NE-4,Maradi Region,NE,Niger,13.5025,7.12675,20
NIM,DRRN,large_airport,Diori Hamani International Airport,Niamey,NE-8,Niamey Capital District,NE,Niger,13.4815,2.18361,35
THZ,DRRT,medium_airport,Tahoua Airport,Tahoua,NE-5,Tahoua Region,NE,Niger,14.8757,5.26536,20
AJY,DRZA,medium_airport,Mano Dayak International Airport,Agadez,NE-1,Agadez Region,NE,Niger,16.966,8.00011,20
ZND,DRZR,medium_airport,Zinder Airport,Zinder,NE-7,Zinder Region,NE,Niger,13.779000282287598,8.983759880065918,25
TBJ,DTKA,medium_airport,Tabarka-Aïn Draham International Airport,Tabarka,TN-32,Jendouba Governorate,TN,Tunisia,36.98,8.87694,25
MIR,DTMB,medium_airport,Monastir Habib Bourguiba International Airport,Monastir,TN-52,Monastir Governorate,TN,Tunisia,35.75809860229492,10.75469970703125,25
NBE,DTNH,medium_airport,Enfidha - Hammamet International Airport,Enfidha,TN-51,Sousse Governorate,TN,Tunisia,36.075833,10.438611,25
TUN,DTTA,large_airport,Tunis Carthage International Airport,Tunis,TN-11,Tunis Governorate,TN,Tunisia,36.851002,10.2272,35
GAF,DTTF,medium_airport,Gafsa Ksar International Airport,Gafsa,TN-71,Gafsa Governorate,TN,Tunisia,34.422000885009766,8.822500228881836,25
GAE,DTTG,medium_airport,Gabès Matmata International Airport,Gabès,TN-81,Gabès Governorate,TN,Tunisia,33.733691,9.91941,25
DJE,DTTJ,large_airport,Djerba Zarzis International Airport,Mellita,TN-82,Medenine Governorate,TN,Tunisia,33.873719,10.7773,35
EBM,DTTR,medium_airport,El Borma Airport,El Borma,TN-83,Tataouine Governorate,TN,Tunisia,31.7043,9.25462,20
SFA,DTTX,medium_airport,Sfax Thyna International Airport,Sfax,TN-61,Sfax Governorate,TN,Tunisia,34.717999,10.691,25
TOE,DTTZ,medium_airport,Tozeur Nefta International Airport,Tozeur,TN-72,Tozeur Governorate,TN,Tunisia,33.939701080322266,8.110560417175293,25
LRL,DXNG,large_airport,Niamtougou International Airport,Niamtougou,TG-K,Kara Region,TG,Togo,9.766675,1.090944,30
LFW,DXXX,large_airport,Lomé–Tokoin International Airport,Lomé,TG-M,Maritime Region,TG,Togo,6.16561,1.25451,35
ANR,EBAW,medium_airport,Antwerp International Airport (Deurne),Antwerp,BE-VAN,Antwerp Province,BE,Belgium,51.190667,4.463153,25
BRU,EBBR,large_airport,Brussels Airport,Zaventem,BE-VBR,Flemish Brabant Province,BE,Belgium,50.901402,4.48444,35
CRL,EBCI,large_airport,Brussels South Charleroi Airport,Charleroi,BE-WHT,Hainaut Province,BE,Belgium,50.461963,4.459562,35
KJK,EBKT,medium_airport,Kortrijk-Wevelgem International Airport,Wevelgem,BE-VWV,West Flanders Province,BE,Belgium,50.818878,3.209551,20
LGG,EBLG,medium_airport,Liège Airport,Grâce-Hollogne,BE-WLG,Liège Province,BE,Belgium,50.638574,5.443897,25
OST,EBOS,large_airport,Ostend-Bruges International Airport,Oostende,BE-VWV,West Flanders Province,BE,Belgium,51.1998,2.874673,35
AOC,EDAC,medium_airport,Leipzig–Altenburg Airport,Nobitz,DE-TH,Thuringia,DE,Germany,50.981945,12.506389,20
HDF,EDAH,medium_airport,Heringsdorf Airport,Zirchow,DE-MV,Mecklenburg-Vorpommern,DE,Germany,53.8787,14.1523,25
FNB,EDBN,medium_airport,Neubrandenburg Trollenhagen Airport,Trollenhagen,DE-MV,Mecklenburg-Vorpommern,DE,Germany,53.6022,13.306,20
BER,EDDB,large_airport,Berlin Brandenburg Airport,Berlin,DE-BR,Brandenburg,DE,Germany,52.361738,13.502341,35
DRS,EDDC,large_airport,Dresden Airport,Dresden,DE-SN,Saxony,DE,Germany,51.134123,13.767831,35
ERF,EDDE,large_airport,Erfurt-Weimar Airport,Erfurt,DE-TH,Thuringia,DE,Germany,50.978281,10.960713,35
FRA,EDDF,large_airport,Frankfurt Main Airport,Frankfurt am Main,DE-HE,Hesse,DE,Germany,50.026706,8.55835,35
FMO,EDDG,large_airport,Münster Osnabrück Airport,Greven,DE-NW,North Rhine-Westphalia,DE,Germany,52.133816,7.688482,35
HAM,EDDH,large_airport,Hamburg Helmut Schmidt Airport,Hamburg,DE-HH,Hamburg,DE,Germany,53.630402,9.98823,35
CGN,EDDK,large_airport,Cologne Bonn Airport,Köln (Cologne),DE-NW,North Rhine-Westphalia,DE,Germany,50.865898,7.14274,35
DUS,EDDL,large_airport,Düsseldorf Airport,Düsseldorf,DE-NW,North Rhine-Westphalia,DE,Germany,51.289501,6.76678,35
MUC,EDDM,large_airport,Munich Airport,Munich,DE-BY,Bavaria,DE,Germany,48.353802,11.7861,35
NUE,EDDN,large_airport,Nuremberg Airport,Nuremberg,DE-BY,Bavaria,DE,Germany,49.498699,11.078056,35
LEJ,EDDP,large_airport,Leipzig/Halle Airport,Schkeuditz,DE-SN,Saxony,DE,Germany,51.420657,12.232705,35
SCN,EDDR,medium_airport,Saarbrücken Airport,Saarbrücken,DE-SL,Saarland,DE,Germany,49.214545,7.109735,25
STR,EDDS,large_airport,Stuttgart Airport,Stuttgart,DE-BW,Baden-Württemberg,DE,Germany,48.689899,9.22196,35
HAJ,EDDV,large_airport,Hannover Airport,Hannover,DE-NI,Lower Saxony,DE,Germany,52.461102,9.68508,35
BRE,EDDW,large_airport,Bremen Airport,Bremen,DE-HB,Bremen,DE,Germany,53.046786,8.78932,35
HHN,EDFH,large_airport,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE-RP,Rhineland-Palatinate,DE,Germany,49.946353,7.261734,35
MHG,EDFM,medium_airport,Mannheim-City Airport,Mannheim,DE-BW,Baden-Württemberg,DE,Germany,49.473057,8.514167,25
EIB,EDGE,medium_airport,Eisenach-Kindel Airport,Hörselberg-Hainich,DE-TH,Thuringia,DE,Germany,50.991604,10.47973,20
SGE,EDGS,medium_airport,Siegerland Airport,Burbach,DE-NW,North Rhine-Westphalia,DE,Germany,50.707699,8.08297,20
XFW,EDHI,medium_airport,Hamburg-Finkenwerder Airport,Hamburg,DE-HH,Hamburg,DE,Germany,53.535278,9.835556,20
KEL,EDHK,medium_airport,Kiel-Holtenau Airport,Kiel,DE-SH,Schleswig-Holstein,DE,Germany,54.37957,10.145266,20
LBC,EDHL,medium_airport,Lübeck Blankensee Airport,Lübeck,DE-SH,Schleswig-Holstein,DE,Germany,53.805401,10.7192,25
FMM,EDJA,large_airport,Memmingen Allgau Airport,Memmingen,DE-BY,Bavaria,DE,Germany,47.988092,10.238248,35
BFE,EDLI,medium_airport,Bielefeld Airport,Bielefeld,DE-NW,North Rhine-Westphalia,DE,Germany,51.964722,8.544444,20
MGL,EDLN,medium_airport,Mönchengladbach Airport,Mönchengladbach,DE-NW,North Rhine-Westphalia,DE,Germany,51.230278,6.504444,20
PAD,EDLP,large_airport,Paderborn Lippstadt Airport,Büren,DE-NW,North Rhine-Westphalia,DE,Germany,51.612527,8.617459,35
NRN,EDLV,large_airport,Weeze (Niederrhein) Airport,Weeze,DE-NW,North Rhine-Westphalia,DE,Germany,51.601362,6.141228,35
DTM,EDLW,large_airport,Dortmund Airport,Dortmund,DE-NW,North Rhine-Westphalia,DE,Germany,51.518299,7.61224,35
AGB,EDMA,medium_airport,Augsburg Airport,Augsburg,DE-BY,Bavaria,DE,Germany,48.425278,10.931667,20
OBF,EDMO,medium_airport,Oberpfaffenhofen Airport,Weßling,DE-BY,Bavaria,DE,Germany,48.081402,11.2831,20
FDH,EDNY,large_airport,Bodensee Airport Friedrichshafen,Friedrichshafen,DE-BW,Baden-Württemberg,DE,Germany,47.671299,9.51149,35
BYU,EDQD,medium_airport,Bayreuth Airport,Bindlach,DE-BY,Bavaria,DE,Germany,49.985001,11.64,20
HOQ,EDQM,medium_airport,Hof-Plauen Airport,Hof,DE-BY,Bavaria,DE,Germany,50.288544,11.852876,20
FKB,EDSB,large_airport,Karlsruhe Baden-Baden Airport,Rheinmünster,DE-BW,Baden-Württemberg,DE,Germany,48.7794,8.0805,35
LHA,EDTL,medium_airport,Lahr Airport,Lahr/Schwarzwald,DE-BW,Baden-Württemberg,DE,Germany,48.369301,7.82772,20
BWE,EDVE,medium_airport,Braunschweig-Wolfsburg Airport,Braunschweig,DE-NI,Lower Saxony,DE,Germany,52.319199,10.5561,20
KSF,EDVK,large_airport,Kassel Airport,Calden,DE-HE,Hesse,DE,Germany,51.418395,9.391638,35
EME,EDWE,small_airport,Emden Airport,Emden,DE-NI,Lower Saxony,DE,Germany,53.391109,7.2275,15
AGE,EDWG,small_airport,Wangerooge Airport,Wangerooge,DE-NI,Lower Saxony,DE,Germany,53.782544,7.919584,15
JUI,EDWJ,small_airport,Juist Airport,Juist,DE-NI,Lower Saxony,DE,Germany,53.681421,7.056398,15
BMK,EDWR,small_airport,Borkum Airport,Borkum,DE-NI,Lower Saxony,DE,Germany,53.59639,6.709167,15
NOD,EDWS,small_airport,Norden-Norddeich Airport,Norddeich,DE-NI,Lower Saxony,DE,Germany,53.633057,7.190278,15
NRD,EDWY,small_airport,Norderney Airport,Norderney,DE-NI,Lower Saxony,DE,Germany,53.706944,7.23,15
BMR,EDWZ,small_airport,Baltrum Airport,Baltrum,DE-NI,Lower Saxony,DE,Germany,53.72485,7.373257,15
HEI,EDXB,small_airport,Heide-Büsum Airport,Oesterdeichstrich,DE-SH,Schleswig-Holstein,DE,Germany,54.153332,8.901667,15
HGL,EDXH,small_airport,Helgoland-Düne Airport,Helgoland,DE-SH,Schleswig-Holstein,DE,Germany,54.18528,7.915833,15
GWT,EDXW,medium_airport,Westerland Sylt Airport,Sylt,DE-SH,Schleswig-Holstein,DE,Germany,54.9132,8.34047,25
KDL,EEKA,medium_airport,Kärdla Airport,Kärdla,EE-39,Hiiu County,EE,Estonia,58.99079895019531,22.830699920654297,25
URE,EEKE,medium_airport,Kuressaare Airport,Kuressaare,EE-74,Saare County,EE,Estonia,58.22990036010742,22.50950050354004,25
EPU,EEPU,medium_airport,Pärnu Airport,Pärnu,EE-67,Pärnu County,EE,Estonia,58.41899871826172,24.47279930114746,25
EES,EES,large_airport,Berenice International Airport / Banas Cape Air Base,Berenice Troglodytica,EG-BA,Red Sea Governorate,EG,Egypt,23.980437,35.460277,30
