iata,icao,type,name,city,iso_region,region_name,iso_country,country,lat,lon,importance
TST,VTST,medium_airport,Trang Airport,Trang,TH-92,Trang Province,TH,Thailand,7.50874,99.6166,25
UTH,VTUD,large_airport,Udon Thani International Airport,Udon Thani,TH-41,Udon Thani Province,TH,Thailand,17.386186,102.788577,35
SNO,VTUI,medium_airport,Sakon Nakhon Airport,,TH-47,Sakon Nakhon Province,TH,Thailand,17.195100784301758,104.11900329589844,25
PXR,VTUJ,medium_airport,Surin Airport,Surin,TH-32,Surin Province,TH,Thailand,14.868300437927,103.49800109863,25
KKC,VTUK,medium_airport,Khon Kaen Airport,Khon Kaen,TH-40,Khon Kaen Province,TH,Thailand,16.466600418099997,102.783996582,25
LOE,VTUL,medium_airport,Loei Airport,,TH-42,Loei Province,TH,Thailand,17.43910026550293,101.72200012207031,25
BFV,VTUO,medium_airport,Buri Ram Airport,Buriram,TH-31,Buriram Province,TH,Thailand,15.2295,103.252998,25
NAK,VTUQ,medium_airport,Nakhon Ratchasima Airport,Chaloem Phra Kiat,TH-30,Nakhon Ratchasima Province,TH,Thailand,14.9495,102.313004,20
UBP,VTUU,medium_airport,Ubon Ratchathani Airport,Ubon Ratchathani,TH-34,Ubon Ratchathani Province,TH,Thailand,15.2512998581,104.870002747,25
ROI,VTUV,medium_airport,Roi Et Airport,Roi Et,TH-45,Roi Et Province,TH,Thailand,16.1168,103.774002,25
KOP,VTUW,medium_airport,Nakhon Phanom Airport,Nakhon Phanom,TH-48,Nakhon Phanom Province,TH,Thailand,17.383801,104.642998,25
BMV,VVBM,medium_airport,Buon Ma Thuot Airport,Buon Ma Thuot,VN-CH,Central Highlands Region,VN,Vietnam,12.668299675,108.120002747,25
VCL,VVCA,small_airport,Chu Lai Airport,Tam Nghĩa,VN-SCC,South Central Coast Region,VN,Vietnam,15.4033,108.706001,15
HPH,VVCI,large_airport,Cat Bi International Airport,Haiphong (Hai An),VN-RRD,Red River Delta Region,VN,Vietnam,20.817428,106.724315,35
CAH,VVCM,medium_airport,Cà Mau Airport,Ca Mau City,VN-SW,Southwest Region,VN,Vietnam,9.177667,105.177778,25
CXR,VVCR,large_airport,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang/nha Trang aiurportCam Ranh,VN-SCC,South Central Coast Region,VN,Vietnam,11.9982,109.219002,35
VCS,VVCS,medium_airport,Con Dao Airport,Con Dao,VN-SE,Southeast Region,VN,Vietnam,8.73183,106.633003,25
VCA,VVCT,large_airport,Can Tho International Airport,Can Tho,VN-SW,Southwest Region,VN,Vietnam,10.083397,105.709371,35
DIN,VVDB,medium_airport,Dien Bien Phu Airport,Dien Bien Phu,VN-NW,Northwest Region,VN,Vietnam,21.3974990845,103.008003235,25
VDH,VVDH,medium_airport,Dong Hoi Airport,Dong Hoi,VN-NC,North Central Region,VN,Vietnam,17.515,106.590556,25
DLI,VVDL,medium_airport,Lien Khuong Airport,Da Lat,VN-CH,Central Highlands Region,VN,Vietnam,11.750556,108.366997,25
DAD,VVDN,large_airport,Da Nang International Airport,Da Nang,VN-SCC,South Central Coast Region,VN,Vietnam,16.0439,108.198997,35
HAN,VVNB,large_airport,Noi Bai International Airport,Hanoi (Soc Son),VN-RRD,Red River Delta Region,VN,Vietnam,21.221201,105.806999,35
HUI,VVPB,medium_airport,Phu Bai International Airport,Huế,VN-NC,North Central Region,VN,Vietnam,16.400628,107.703094,25
UIH,VVPC,medium_airport,Phu Cat Airport,Quy Nohn,VN-SCC,South Central Coast Region,VN,Vietnam,13.955,109.042,25
PXU,VVPK,medium_airport,Pleiku Airport,Pleiku,VN-CH,Central Highlands Region,VN,Vietnam,14.004500389099121,108.01699829101562,25
PQC,VVPQ,large_airport,Phú Quốc International Airport,Phu Quoc Island,VN-SW,Southwest Region,VN,Vietnam,10.169783,103.99353,35
VKG,VVRG,medium_airport,Rach Gia Airport,Rach Gia,VN-SW,Southwest Region,VN,Vietnam,9.95802997234,105.132379532,25
TBB,VVTH,medium_airport,Dong Tac Airport,Tuy Hoa,VN-SCC,South Central Coast Region,VN,Vietnam,13.0496,109.334,25
SGN,VVTS,large_airport,Tan Son Nhat International Airport,Ho Chi Minh City,VN-SE,Southeast Region,VN,Vietnam,10.8188,106.652,35
THD,VVTX,small_airport,Tho Xuan Airport,Thanh Hóa,VN-NC,North Central Region,VN,Vietnam,19.901667,105.467778,15
VDO,VVVD,medium_airport,Van Don International Airport,Van Don,VN-NE,Northeast Region,VN,Vietnam,21.120693,107.41539,25
VII,VVVH,medium_airport,Vinh Airport,Vinh,VN-NC,North Central Region,VN,Vietnam,18.7376003265,105.67099762,25
NYU,VYBG,small_airport,Bagan Airport,Nyaung U,MM-04,Mandalay Region,MM,Myanmar,21.178800582885742,94.9301986694336,15
BMO,VYBM,small_airport,Banmaw Airport,Banmaw,MM-11,Kachin State,MM,Myanmar,24.27044,97.2476,15
TVY,VYDW,medium_airport,Dawei Airport,Dawei,MM-05,Tanintharyi Region,MM,Myanmar,14.1039,98.203598,25
HEH,VYHH,medium_airport,Heho Airport,Heho,MM-17,Shan State,MM,Myanmar,20.74714,96.792029,25
KET,VYKG,medium_airport,Kengtung Airport,Kengtung,MM-17,Shan State,MM,Myanmar,21.301599502563477,99.63600158691406,25
KHM,VYKI,small_airport,Kanti Airport,Kanti,MM-01,Sagaing Region,MM,Myanmar,25.9883,95.6744,15
KYP,VYKP,medium_airport,Kyaukpyu Airport,Kyaukpyu,MM-16,Rakhine State,MM,Myanmar,19.42639923095703,93.53479766845703,25
KAW,VYKT,medium_airport,Kawthoung Airport,Kawthoung,MM-05,Tanintharyi Region,MM,Myanmar,10.049300193786621,98.53800201416016,25
LIW,VYLK,medium_airport,Loikaw Airport,Loikaw,MM-12,Kayah State,MM,Myanmar,19.691499710083008,97.21479797363281,25
LSH,VYLS,medium_airport,Lashio Airport,Lashio,MM-17,Shan State,MM,Myanmar,22.9778995513916,97.752197265625,25
MDL,VYMD,large_airport,Mandalay International Airport,Mandalay,MM-04,Mandalay Region,MM,Myanmar,21.702199935913086,95.97789764404297,35
MGZ,VYME,medium_airport,Myeik Airport,Mkeik,MM-05,Tanintharyi Region,MM,Myanmar,12.439800262451172,98.62149810791016,25
MYT,VYMK,medium_airport,Myitkyina Airport,Myitkyina,MM-11,Kachin State,MM,Myanmar,25.3836,97.351898,25
MNU,VYMM,small_airport,Mawlamyine Airport,Mawlamyine,MM-15,Mon State,MM,Myanmar,16.444700241088867,97.66069793701172,15
MOE,VYMO,medium_airport,Momeik Airport,,MM-17,Shan State,MM,Myanmar,23.092500686645508,96.64530181884766,20
MOG,VYMS,medium_airport,Mong Hsat Airport,Mong Hsat,MM-17,Shan State,MM,Myanmar,20.516799926757812,99.25679779052734,25
MWQ,VYMW,small_airport,Magway Airport,Magway,MM-03,Magway Region,MM,Myanmar,20.1656,94.941399,15
NMS,VYNS,medium_airport,Namsang Airport,Namsang,MM-17,Shan State,MM,Myanmar,20.890499114990234,97.73590087890625,20
NYT,VYNT,large_airport,Nay Pyi Taw International Airport,Naypyitaw,MM-04,Mandalay Region,MM,Myanmar,19.623501,96.200996,35
BSX,VYPN,small_airport,Pathein Airport,Pathein,MM-07,Ayeyarwady Region,MM,Myanmar,16.815201,94.7799,15
PBU,VYPT,medium_airport,Putao Airport,Putao,MM-11,Kachin State,MM,Myanmar,27.32990074157715,97.42630004882812,25
AKY,VYSW,medium_airport,Sittwe Airport,Sittwe,MM-16,Rakhine State,MM,Myanmar,20.133165,92.870693,25
SNW,VYTD,medium_airport,Thandwe Airport,Thandwe,MM-16,Rakhine State,MM,Myanmar,18.4606990814209,94.30010223388672,25
THL,VYTL,medium_airport,Tachileik Airport,Tachileik,MM-17,Shan State,MM,Myanmar,20.483800888061523,99.9354019165039,25
RGN,VYYY,large_airport,Yangon International Airport,Yangon,MM-06,Yangon Region,MM,Myanmar,16.907300949099998,96.1332015991,35
RCE,WA09,small_airport,Roche Harbor Airport,Roche Harbor,US-WA,Washington,US,United States,48.612301,-123.139,15
UPG,WAAA,large_airport,Sultan Hasanuddin International Airport,Makassar,ID-SN,Sulawesi Selatan (South Sulawesi),ID,Indonesia,-5.075539,119.553702,35
BIK,WABB,medium_airport,Frans Kaisiepo Airport,Biak,ID-PA,Papua,ID,Indonesia,-1.19002,136.108002,25
NBX,WABI,medium_airport,Douw Aturure Airport,Nabire,ID-PT,Papua Tengah (Central Papua),ID,Indonesia,-3.397973,135.393071,20
ZRI,WABO,medium_airport,Stevanus Rumbewas Airport,Serui,ID-PA,Papua,ID,Indonesia,-1.82842,136.062402,20
TIM,WABP,medium_airport,Mozes Kilangin Airport,Timika,ID-PT,Papua Tengah (Central Papua),ID,Indonesia,-4.52978,136.887388,25
BMU,WADB,medium_airport,Sultan Muhammad Salahuddin Airport,Bima,ID-NB,Nusa Tenggara Barat (West Nusa Tenggara),ID,Indonesia,-8.537184,118.685002,25
DPS,WADD,large_airport,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID-BA,Bali,ID,Indonesia,-8.748409,115.167123,35
LOP,WADL,large_airport,Lombok International Airport,"Mataram (Pujut, Lombok Tengah)",ID-NB,Nusa Tenggara Barat (West Nusa Tenggara),ID,Indonesia,-8.759962,116.278169,35
SWQ,WADS,small_airport,Sultan Muhammad Kaharuddin III Airport,Sumbawa Besar,ID-NB,Nusa Tenggara Barat (West Nusa Tenggara),ID,Indonesia,-8.48904,117.412003,15
TMC,WADT,small_airport,Tambolaka Airport,Radamata,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-9.409224,119.242558,15
WGP,WADW,small_airport,Umbu Mehang Kunda Airport,Waingapu-Sumba Island,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-9.66922,120.302002,15
BWX,WADY,small_airport,Banyuwangi Airport,"Rogojampi, Banyuwangi",ID-JI,Jawa Timur (East Java),ID,Indonesia,-8.31015,114.3401,15
TTE,WAEE,medium_airport,Sultan Babullah Airport,Ternate,ID-MU,Maluku Utara (North Maluku),ID,Indonesia,0.831012,127.381611,25
OTI,WAEW,medium_airport,Pitu Airport,Gotalalamo-Morotai Island,ID-MU,Maluku Utara (North Maluku),ID,Indonesia,2.04599,128.324997,20
TRT,WAFB,medium_airport,Toraja Airport,Toraja,ID-SS,Sumatera Selatan (South Sumatra),ID,Indonesia,-3.185833,119.91775,25
LLO,WAFD,small_airport,Bua - Palopo Lagaligo Airport,Palopo,ID-SN,Sulawesi Selatan (South Sulawesi),ID,Indonesia,-3.08227,120.244823,15
PLW,WAFF,medium_airport,Mutiara - SIS Al-Jufrie Airport,Palu,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,-0.916462,119.908647,25
TLI,WAFL,small_airport,Sultan Bantilan Airport,Toli Toli-Celebes Island,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,1.123428,120.793658,15
PSJ,WAFP,medium_airport,Kasiguncu Airport,Poso-Celebes Island,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,-1.414121,120.659241,20
OJU,WAFU,small_airport,Tanjung Api Airport,Tojo Una-Una,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,-0.865437,121.628625,15
LUW,WAFW,medium_airport,Syukuran Aminuddin Amir Airport,Luwok,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,-1.035893,122.773934,20
HMS,WAGB,small_airport,Haji Muhammad Sidik Airport,Muara Teweh,ID-KT,Kalimantan Tengah (Central Kalimantan),ID,Indonesia,-1.02581,114.92881,15
KLP,WAGF,small_airport,Seruyan Kuala Pembuang Airport,Seruyan,ID-KT,Kalimantan Tengah (Central Kalimantan),ID,Indonesia,-3.376062,112.536521,15
PKY,WAGG,medium_airport,Tjilik Riwut Airport,Palangkaraya,ID-KT,Kalimantan Tengah (Central Kalimantan),ID,Indonesia,-2.227146,113.943388,25
YIA,WAHI,large_airport,Yogyakarta International Airport,Yogyakarta,ID-YO,Yogyakarta,ID,Indonesia,-7.905338,110.057264,35
CXP,WAHL,medium_airport,Tunggul Wulung Airport,Cilacap,ID-JT,Jawa Tengah (Central Java),ID,Indonesia,-7.64506,109.033997,25
KWB,WAHU,small_airport,Dewadaru Airport,Karimunjawa,ID-JT,Jawa Tengah (Central Java),ID,Indonesia,-5.80091,110.47838,15
BUI,WAJB,small_airport,Bokondini Airport,Bokondini,ID-PP,Papua Pegunungan (Highland Papua),ID,Indonesia,-3.68455,138.677437,15
DJJ,WAJJ,large_airport,Dortheys Hiyo Eluay International Airport,Sentani,ID-PA,Papua,ID,Indonesia,-2.579627,140.519857,35
OKL,WAJO,medium_airport,Oksibil Airport,Oksibil,ID-PP,Papua Pegunungan (Highland Papua),ID,Indonesia,-4.9071,140.6277,25
MKQ,WAKK,medium_airport,Mopah International Airport,Merauke,ID-PS,Papua Selatan (South Papua),ID,Indonesia,-8.523898,140.419693,25
TMH,WAKT,medium_airport,Tanah Merah Airport,Tanah Merah,ID-PS,Papua Selatan (South Papua),ID,Indonesia,-6.09669,140.303521,25
TJS,WALG,small_airport,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID-KU,Kalimantan Utara (North Kalimantan),ID,Indonesia,2.835833,117.373611,15
DTD,WALJ,small_airport,Datadawai Airport,Datadawai-Borneo Island,ID-KI,Kalimantan Timur (East Kalimantan),ID,Indonesia,0.807028,114.529052,15
BPN,WALL,large_airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID-KI,Kalimantan Timur (East Kalimantan),ID,Indonesia,-1.268342,116.89452,35
TRK,WALR,medium_airport,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID-KU,Kalimantan Utara (North Kalimantan),ID,Indonesia,3.325145,117.564169,25
AAP,WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID-KI,Kalimantan Timur (East Kalimantan),ID,Indonesia,-0.374478,117.250128,25
GTO,WAMG,small_airport,Jalaluddin Airport,Gorontalo,ID-GO,Gorontalo,ID,Indonesia,0.637119,122.849998,15
NAH,WAMH,medium_airport,Naha Airport,"Tabukan Utara, Sangihe Islands",ID-SA,Sulawesi Utara (North Sulawesi),ID,Indonesia,3.68478,125.527162,25
LKM,WAMI,small_airport,Bolaang Mongondow Airport,Lolak,ID-SA,Sulawesi Utara (North Sulawesi),ID,Indonesia,0.88855,124.033634,15
MDC,WAMM,large_airport,Sam Ratulangi International Airport,Manado,ID-SA,Sulawesi Utara (North Sulawesi),ID,Indonesia,1.548591,124.92625,35
UOL,WAMY,small_airport,Buol - Pogogul Airport,Buol,ID-ST,Sulawesi Tengah (Central Sulawesi),ID,Indonesia,1.102318,121.413358,15
BTW,WAOC,small_airport,Bersujud Airport,Batu Licin,ID-KS,Kalimantan Selatan (South Kalimantan),ID,Indonesia,-3.41241,115.995003,15
PKN,WAOI,small_airport,Iskandar Airport,Pangkalanbun,ID-KT,Kalimantan Tengah (Central Kalimantan),ID,Indonesia,-2.7052,111.672997,15
KBU,WAOK,small_airport,Gusti Syamsir Alam Airport,Stagen,ID-KS,Kalimantan Selatan (South Kalimantan),ID,Indonesia,-3.294796,116.163815,15
TJG,WAON,medium_airport,Warukin Airport,Tanta-Tabalong,ID-KS,Kalimantan Selatan (South Kalimantan),ID,Indonesia,-2.21656,115.435997,25
BDJ,WAOO,large_airport,Syamsudin Noor International Airport,Banjarbaru,ID-KS,Kalimantan Selatan (South Kalimantan),ID,Indonesia,-3.440112,114.761209,35
SMQ,WAOS,small_airport,Sampit (H.Asan) Airport,Sampit,ID-KT,Kalimantan Tengah (Central Kalimantan),ID,Indonesia,-2.499198,112.974987,15
TBM,WAOW,small_airport,Tumbang Samba Airport,Tumbang Samba-Borneo Island,ID-KT,Kalimantan Tengah (Central Kalimantan),ID,Indonesia,-1.469024,113.080984,15
LUV,WAPF,medium_airport,Karel Sadsuitubun Airport,Langgur,ID-MA,Maluku,ID,Indonesia,-5.760278,132.759444,25
NAM,WAPN,medium_airport,Namniwel Airport,Namniwel,ID-MA,Maluku,ID,Indonesia,-3.143159,126.976469,25
AMQ,WAPP,large_airport,Pattimura International Airport,Ambon,ID-MA,Maluku,ID,Indonesia,-3.71026,128.089005,35
LNU,WAQM,small_airport,Robert Atty Bessing,Malinau,ID-KU,Kalimantan Utara (North Kalimantan),ID,Indonesia,3.575256,116.619769,15
BEJ,WAQT,medium_airport,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID-KI,Kalimantan Timur (East Kalimantan),ID,Indonesia,2.14776,117.430705,25
MLG,WARA,medium_airport,Abdul Rachman Saleh Airport,Malang,ID-JI,Jawa Timur (East Java),ID,Indonesia,-7.929099,112.714233,25
JBB,WARE,small_airport,Notohadinegoro Airport,Jember,ID-JI,Jawa Timur (East Java),ID,Indonesia,-8.242494,113.693476,15
JOG,WARJ,medium_airport,Adisutjipto International Airport,Yogyakarta,ID-YO,Yogyakarta,ID,Indonesia,-7.78818,110.431999,25
SOC,WARQ,large_airport,Adisoemarmo International Airport,Surakarta,ID-JT,Jawa Tengah (Central Java),ID,Indonesia,-7.516044,110.757492,35
SUB,WARR,large_airport,Juanda International Airport,Surabaya,ID-JI,Jawa Timur (East Java),ID,Indonesia,-7.37983,112.787003,35
SRG,WARS,large_airport,Jenderal Ahmad Yani Airport,Semarang,ID-JT,Jawa Tengah (Central Java),ID,Indonesia,-6.970732,110.373244,35
FKQ,WASF,medium_airport,Fakfak Airport,Fakfak,ID-PB,Papua Barat (West Papua),ID,Indonesia,-2.920508,132.267011,25
KNG,WASK,medium_airport,Utarom Airport,Kaimana,ID-PB,Papua Barat (West Papua),ID,Indonesia,-3.6446,133.695116,25
RJM,WASN,small_airport,Marinda Airport,Waisai,ID-PD,Papua Barat Daya (Southwest Papua),ID,Indonesia,-0.424969,130.773535,15
BXB,WASO,medium_airport,Babo Airport,Babo,ID-PB,Papua Barat (West Papua),ID,Indonesia,-2.53224,133.438995,20
MKW,WASR,medium_airport,Rendani Airport,Manokwari,ID-PB,Papua Barat (West Papua),ID,Indonesia,-0.891833,134.048996,25
SOQ,WASS,medium_airport,Domine Eduard Osok Airport,Sorong,ID-PB,Papua Barat (West Papua),ID,Indonesia,-0.894,131.287,25
ABU,WATA,small_airport,AA Bere Tallo (Haliwen) Airport,Atambua,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-9.074841,124.903285,15
MOF,WATC,small_airport,Frans Xavier Seda Airport,Waioti,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-8.639514,122.238135,15
ENE,WATE,small_airport,H. Hasan Aroeboesman (Ende) Airport,Ende,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-8.849114,121.66101,15
RTG,WATG,small_airport,Frans Sales Lega Airport,"Satar Tacik, Manggarai",ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-8.596171,120.478177,15
LKA,WATL,small_airport,Larantuka Gewayentana Airport,Tiwatobi,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-8.274424,123.002,15
ARD,WATM,small_airport,Alor Island - Mali Airport,Kabola,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-8.13234,124.597,15
LBJ,WATO,small_airport,Komodo Airport,"Labuan Bajo, Manggarai Barat",ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-8.480694,119.888306,15
RTI,WATR,small_airport,David Constantijn Saudale Airport,Ba'a - Rote Island,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-10.765834,123.076046,15
KOE,WATT,medium_airport,El Tari Airport,Kupang,ID-NT,Nusa Tenggara Timur (East Nusa Tenggara),ID,Indonesia,-10.1716,123.670998,25
WMX,WAVV,medium_airport,Wamena Airport,Wamena,ID-PP,Papua Pegunungan (Highland Papua),ID,Indonesia,-4.097324,138.952417,25
WNI,WAWD,medium_airport,Matahora Airport,Wangi-wangi Island,ID-SG,Sulawesi Tenggara (Southeast Sulawesi),ID,Indonesia,-5.292123,123.636233,25
KSR,WAWH,small_airport,Selayar - Haji Aroeppala Airport,Benteng,ID-SN,Sulawesi Selatan (South Sulawesi),ID,Indonesia,-6.17921,120.437479,15
KXB,WAWP,medium_airport,Sangia Nibandera Airport,Kolaka,ID-SG,Sulawesi Tenggara (Southeast Sulawesi),ID,Indonesia,-4.338158,121.524047,25
KDI,WAWW,small_airport,Haluoleo Airport,Kendari,ID-SG,Sulawesi Tenggara (Southeast Sulawesi),ID,Indonesia,-4.08161,122.417999,15
WBB,WBB,small_airport,Stebbins Airport,Stebbins,US-AK,Alaska,US,United States,63.515999,-162.278,15
BTU,WBGB,medium_airport,Bintulu Airport,Bintulu,MY-13,Sarawak,MY,Malaysia,3.12385010719,113.019996643,25
LGL,WBGF,small_airport,Long Lellang Airport,Long Datih,MY-13,Sarawak,MY,Malaysia,3.4210000038099997,115.153999329,15
KCH,WBGG,large_airport,Kuching International Airport,Kuching,MY-13,Sarawak,MY,Malaysia,1.487364,110.352859,35
ODN,WBGI,small_airport,Long Seridan Airport,Long Seridan,MY-13,Sarawak,MY,Malaysia,3.976087,115.067303,15
LMN,WBGJ,medium_airport,Limbang Airport,Limbang,MY-13,Sarawak,MY,Malaysia,4.808300018310547,115.01000213623047,25
MKM,WBGK,medium_airport,Mukah Airport,Mukah,MY-13,Sarawak,MY,Malaysia,2.881944,112.043333,25
MUR,WBGM,medium_airport,Marudi Airport,Marudi,MY-13,Sarawak,MY,Malaysia,4.178734,114.330318,25
BKM,WBGQ,small_airport,Bakalalan Airport,Bakalalan,MY-13,Sarawak,MY,Malaysia,3.974,115.617996,15
MYY,WBGR,medium_airport,Miri Airport,Miri,MY-13,Sarawak,MY,Malaysia,4.32201,113.987,25
SBW,WBGS,medium_airport,Sibu Airport,Sibu,MY-13,Sarawak,MY,Malaysia,2.2616,111.985001,25
LWY,WBGW,small_airport,Lawas Airport,Lawas,MY-13,Sarawak,MY,Malaysia,4.84917,115.407997,15
BBN,WBGZ,medium_airport,Bario Airport,Bario,MY-13,Sarawak,MY,Malaysia,3.734648,115.478548,25
LDU,WBKD,medium_airport,Lahad Datu Airport,Lahad Datu,MY-12,Sabah,MY,Malaysia,5.03241,118.32376,25
BKI,WBKK,large_airport,Kota Kinabalu International Airport,Kota Kinabalu,MY-12,Sabah,MY,Malaysia,5.932743,116.049324,35
LBU,WBKL,medium_airport,Labuan Airport,Labuan,MY-15,Labuan (Federal Territory),MY,Malaysia,5.301667,115.248333,25
TMG,WBKM,small_airport,Tomanggong Airport,Tomanggong,MY-12,Sabah,MY,Malaysia,5.40257,118.65763,15
SDK,WBKS,medium_airport,Sandakan Airport,Sandakan,MY-12,Sabah,MY,Malaysia,5.900899887084961,118.05899810791016,25
KUD,WBKT,small_airport,Kudat Airport,Kudat,MY-12,Sabah,MY,Malaysia,6.924111,116.837068,15
TWU,WBKW,medium_airport,Tawau Airport,Tawau,MY-12,Sabah,MY,Malaysia,4.31338,118.12152,25
MZV,WBMU,medium_airport,Mulu Airport,Mulu,MY-13,Sarawak,MY,Malaysia,4.048329830169678,114.80500030517578,25
BWN,WBSB,large_airport,Brunei International Airport,Bandar Seri Begawan,BN-BM,Brunei-Muara District,BN,Brunei,4.9442,114.928001,35
PKU,WIBB,medium_airport,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,ID-RI,Riau,ID,Indonesia,0.458647,101.444321,25
DUM,WIBD,medium_airport,Pinang Kampai Airport,Dumai,ID-RI,Riau,ID,Indonesia,1.609026,101.433493,25
RGT,WIBJ,medium_airport,Japura Airport,Rengat-Sumatra Island,ID-RI,Riau,ID,Indonesia,-0.352808,102.334999,20
KJT,WICA,medium_airport,Kertajati International Airport,Kertajati,ID-JB,Jawa Barat (West Java),ID,Indonesia,-6.647384,108.165561,25
BDO,WICC,medium_airport,Husein Sastranegara International Airport,Bandung,ID-JB,Jawa Barat (West Java),ID,Indonesia,-6.90063,107.575996,25
